source,subject
62010CJ0113,Agriculture and Fisheries
62010CJ0113,Financial provisions
62010CJ0113,Own resources
62011CJ0036,public health
62011CJ0036,Environment
62011CJ0036,Approximation of laws
62011CJ0036,Agriculture and Fisheries
62011CJ0036,Animal feedingstuffs
62011CJ0471,Accession
62011CJ0471,Agriculture and Fisheries
62011CJ0471,Sugar
62011CJ0145,Free movement of goods
62011CJ0145,Approximation of laws
62011CJ0145,Agriculture and Fisheries
62011CJ0145,Veterinary legislation
62011CJ0059,External relations
62011CJ0059,international agreements
62011CJ0059,Agriculture and Fisheries
62011CJ0146,Accession
62011CJ0146,Agriculture and Fisheries
62011CJ0146,Milk products
62010CJ0608,Agriculture and Fisheries
62010CJ0608,Monetary measures in the field of agriculture
62010CJ0608,Free movement of goods
62010CJ0608,Customs Union
62010CJ0509,Agriculture and Fisheries
62010CJ0509,Intellectual; industrial and commercial property
62010CJ0509,Plant varieties
62009CJ0335,Agriculture and Fisheries
62009CJ0336,Accession
62009CJ0336,Agriculture and Fisheries
62009CJ0336,Sugar
62011CJ0355,Free movement of goods
62011CJ0355,Agriculture and Fisheries
62010CJ0489,Agriculture and Fisheries
62010CJ0489,General provisions
62011CJ0188,Agriculture and Fisheries
62011CJ0188,European Agricultural Guidance and Guarantee Fund (EAGGF)
62011CJ0024,Agriculture and Fisheries
62011CJ0024,European Agricultural Guidance and Guarantee Fund (EAGGF)
62010CJ0392,Agriculture and Fisheries
62010CJ0392,Free movement of goods
62010CJ0392,Monetary measures in the field of agriculture
62010CJ0392,Customs Union
62010CJ0316,Agriculture and Fisheries
62010CJ0316,Veterinary legislation
62010CJ0323,Agriculture and Fisheries
62010CJ0323,Free movement of goods
62010CJ0323,Common customs tariff
62010CJ0323,Eggs and poultry
62010CJ0323,Customs Union
62010CJ0402,Monetary measures in the field of agriculture
62010CJ0402,Agriculture and Fisheries
62010CJ0140,Intellectual; industrial and commercial property
62010CJ0140,Agriculture and Fisheries
62010CJ0140,Plant varieties
62010CJ0197,Agriculture and Fisheries
62010CJ0058,Foodstuffs
62010CJ0058,Approximation of laws
62010CJ0058,Agriculture and Fisheries
62010CJ0058,public health
62010CJ0058,Consumer protection
62009CJ0442,public health
62009CJ0442,Foodstuffs
62009CJ0442,Approximation of laws
62009CJ0442,Agriculture and Fisheries
62009CJ0442,Consumer protection
62010CJ0309,European Agricultural Guidance and Guarantee Fund (EAGGF)
62010CJ0309,Sugar
62010CJ0309,Agriculture and Fisheries
62010CJ0150,Agriculture and Fisheries
62010CJ0150,Sugar
62010CJ0021,Agriculture and Fisheries
62010CJ0021,European Agricultural Guidance and Guarantee Fund (EAGGF)
62009CJ0523,public health
62009CJ0523,Agriculture and Fisheries
62009CJ0523,Approximation of laws
62009CJ0485,Agriculture and Fisheries
62009CJ0485,Veterinary legislation
62009CJ0346,Veterinary legislation
62009CJ0346,Agriculture and Fisheries
62009CJ0536,Agriculture and Fisheries
62010CJ0115,Agriculture and Fisheries
62010CJ0115,Agricultural structures
62009CJ0230,Milk products
62009CJ0230,Agriculture and Fisheries
62010CJ0042,public health
62010CJ0042,Agriculture and Fisheries
62010CJ0042,Approximation of laws
62009CJ0321,Agriculture and Fisheries
62009CJ0321,European Agricultural Guidance and Guarantee Fund (EAGGF)
62009CJ0221,Agriculture and Fisheries
62009CJ0221,anti-discrimination
62009CJ0221,Fisheries policy
62009CJ0221,Non-discrimination on grounds of nationality
62009CJ0077,Plant health legislation
62009CJ0077,Agriculture and Fisheries
62009CJ0077,Approximation of laws
62008CJ0120,Agriculture and Fisheries
62008CJ0120,Foodstuffs
62008CJ0120,Consumer protection
62010CJ0131,Financial provisions
62010CJ0131,Milk products
62010CJ0131,Agriculture and Fisheries
62009CJ0266,Environment
62009CJ0266,Plant health legislation
62009CJ0266,Agriculture and Fisheries
62009CJ0153,Agriculture and Fisheries
62009CJ0153,General provisions
62009CJ0092,Charter of Fundamental Rights
62009CJ0092,Agriculture and Fisheries
62009CJ0092,Fundamental rights
62009CJ0092,Data protection
62009CJ0092,Approximation of laws
62009CJ0229,Intellectual; industrial and commercial property
62009CJ0229,Approximation of laws
62009CJ0229,Agriculture and Fisheries
62009CJ0229,Patents
62009CJ0229,Plant health legislation
62009CJ0152,Agriculture and Fisheries
62009CJ0152,General provisions
62009CJ0061,General provisions
62009CJ0061,Agriculture and Fisheries
62009CJ0133,General provisions
62009CJ0133,Agriculture and Fisheries
62008CJ0453,Agriculture and Fisheries
62008CJ0453,Fisheries policy
62009CJ0054,Agriculture and Fisheries
62009CJ0054,Wine
62008CJ0375,Beef and veal
62008CJ0375,Agriculture and Fisheries
62009CJ0160,Fruit and vegetables
62009CJ0160,Agriculture and Fisheries
62008CJ0434,Agriculture and Fisheries
62008CJ0365,Principles; objectives and tasks of the Treaties
62008CJ0365,Sugar
62008CJ0365,Agriculture and Fisheries
62009CJ0038,Agriculture and Fisheries
62009CJ0038,Intellectual; industrial and commercial property
62009CJ0038,Plant varieties
62009CJ0218,Monetary measures in the field of agriculture
62009CJ0218,Agriculture and Fisheries
62008CJ0562,public health
62008CJ0562,Beef and veal
62008CJ0562,Veterinary legislation
62008CJ0562,Agriculture and Fisheries
62009CJ0025,Agriculture and Fisheries
62009CJ0025,Processed fruit and vegetables
62008CJ0470,Agriculture and Fisheries
62008CJ0249,Agriculture and Fisheries
62008CJ0249,Fisheries policy
62008CJ0140,Agriculture and Fisheries
62008CJ0140,Eggs and poultry
62008CJ0140,Customs Union
62008CJ0140,Free movement of goods
62008CJ0140,Accession
62008CJ0140,Common customs tariff
62008CJ0449,General provisions
62008CJ0449,Agriculture and Fisheries
62008CJ0232,Fisheries policy
62008CJ0232,Agriculture and Fisheries
62007CJ0505,Oils and fats
62007CJ0505,Agriculture and Fisheries
62007CJ0478,Quantitative restrictions
62007CJ0478,Measures having equivalent effect
62007CJ0478,Free movement of goods
62007CJ0478,Foodstuffs
62007CJ0478,Agriculture and Fisheries
62007CJ0478,Intellectual; industrial and commercial property
62007CJ0446,Foodstuffs
62007CJ0446,Approximation of laws
62007CJ0446,Agriculture and Fisheries
62007CJ0446,Consumer protection
62007CJ0416,Veterinary legislation
62007CJ0416,Agriculture and Fisheries
62008CJ0366,Agriculture and Fisheries
62008CJ0366,Approximation of laws
62008CJ0366,Foodstuffs
62008CJ0165,Environment
62008CJ0165,Agriculture and Fisheries
62007CJ0428,Agriculture and Fisheries
62007CJ0428,General provisions
62007CJ0343,Consumer protection
62007CJ0343,Foodstuffs
62007CJ0343,Agriculture and Fisheries
62007CJ0430,Agriculture and Fisheries
62007CJ0430,Veterinary legislation
62008CJ0033,Principles; objectives and tasks of the Treaties
62008CJ0033,Agriculture and Fisheries
62008CJ0033,Sugar
62008CJ0170,General provisions
62008CJ0170,Beef and veal
62008CJ0170,Agriculture and Fisheries
62007CJ0560,Accession
62007CJ0560,Agriculture and Fisheries
62007CJ0560,Sugar
62007CJ0241,European Agricultural Guidance and Guarantee Fund (EAGGF)
62007CJ0241,Agriculture and Fisheries
62008CJ0034,Milk products
62008CJ0034,Agriculture and Fisheries
62006CJ0497,Processed fruit and vegetables
62006CJ0497,Agriculture and Fisheries
62006CJ0497,External relations
62006CJ0497,Food aid
62007CJ0331,public health
62007CJ0331,Veterinary legislation
62007CJ0331,Animal feedingstuffs
62007CJ0331,Foodstuffs
62007CJ0331,Approximation of laws
62007CJ0331,Agriculture and Fisheries
62006CJ0445,Principles; objectives and tasks of the Treaties
62006CJ0445,Agriculture and Fisheries
62006CJ0445,Provisions governing the Institutions
62006CJ0445,Veterinary legislation
62007CJ0270,Veterinary legislation
62007CJ0270,Agriculture and Fisheries
62007CJ0270,public health
62007CJ0309,Agriculture and Fisheries
62007CJ0309,Veterinary legislation
62008CJ0077,Agriculture and Fisheries
62008CJ0077,Monetary measures in the field of agriculture
62007CJ0479,Fisheries policy
62007CJ0479,Agriculture and Fisheries
62007CJ0556,Agriculture and Fisheries
62007CJ0556,Fisheries policy
62006CJ0455,Plant health legislation
62006CJ0455,Agriculture and Fisheries
62006CJ0455,Transport
62007CJ0281,Financial provisions
62007CJ0281,Beef and veal
62007CJ0281,Agriculture and Fisheries
62007CJ0281,Own resources
62007CJ0189,Agriculture and Fisheries
62007CJ0189,Fisheries policy
62007CJ0486,Agriculture and Fisheries
62007CJ0486,Cereals
62007CJ0391,Monetary measures in the field of agriculture
62007CJ0391,Agriculture and Fisheries
62007CJ0391,Cereals
62007CJ0209,Agriculture and Fisheries
62007CJ0209,Competition
62006CJ0277,Agriculture and Fisheries
62006CJ0277,Veterinary legislation
62006CJ0120,Commercial policy
62006CJ0120,Agriculture and Fisheries
62006CJ0120,World Trade Organization
62006CJ0120,External relations
62006CJ0120,Fruit and vegetables
62006CJ0120,Non-contractual liability
62005CJ0051,Wine
62005CJ0051,Agriculture and Fisheries
62006CJ0448,Veterinary legislation
62006CJ0448,Agriculture and Fisheries
62006CJ0207,Beef and veal
62006CJ0207,Agriculture and Fisheries
62006CJ0534,European Agricultural Guidance and Guarantee Fund (EAGGF)
62006CJ0534,Agriculture and Fisheries
62006CJ0361,Agriculture and Fisheries
62004CJ0442,Fisheries policy
62004CJ0442,Agriculture and Fisheries
62006CJ0491,Agriculture and Fisheries
62006CJ0491,Veterinary legislation
62006CJ0005,Agriculture and Fisheries
62006CJ0005,Sugar
62006CJ0418,Agriculture and Fisheries
62006CJ0418,European Agricultural Guidance and Guarantee Fund (EAGGF)
62007CJ0143,Agriculture and Fisheries
62006CJ0373,Agriculture and Fisheries
62006CJ0373,Fisheries policy
62007CJ0187,Agriculture and Fisheries
62007CJ0187,Beef and veal
62007CJ0187,Veterinary legislation
62006CJ0096,Transport
62006CJ0096,Agriculture and Fisheries
62006CJ0096,Plant health legislation
62006CJ0420,Beef and veal
62006CJ0420,Agriculture and Fisheries
62007CJ0078,Agriculture and Fisheries
62006CJ0285,Agriculture and Fisheries
62006CJ0285,Wine
62005CJ0132,Agriculture and Fisheries
62006CJ0446,Agriculture and Fisheries
62006CJ0446,Beef and veal
62006CJ0037,Transport
62006CJ0037,Agriculture and Fisheries
62006CJ0037,Plant health legislation
62006CJ0184,Accession
62006CJ0184,Fisheries policy
62006CJ0184,Agriculture and Fisheries
62005CJ0393,Freedom to provide services
62005CJ0393,Right of establishment
62005CJ0393,Agriculture and Fisheries
62005CJ0404,Right of establishment
62005CJ0404,Agriculture and Fisheries
62005CJ0404,Freedom to provide services
62006CJ0006,Fisheries policy
62006CJ0006,Agriculture and Fisheries
62006CJ0260,Agriculture and Fisheries
62006CJ0260,Plant health legislation
62005CJ0141,Fisheries policy
62005CJ0141,Accession
62005CJ0141,Agriculture and Fisheries
62006CJ0344,Non-contractual liability
62006CJ0344,Agriculture and Fisheries
62006CJ0344,Milk products
62004CJ0273,Agriculture and Fisheries
62004CJ0273,Accession
62006CJ0464,Agriculture and Fisheries
62006CJ0332,European Agricultural Guidance and Guarantee Fund (EAGGF)
62006CJ0332,Agriculture and Fisheries
62005CJ0375,Beef and veal
62005CJ0375,Agriculture and Fisheries
62006CJ0192,Agriculture and Fisheries
62005CJ0045,Agricultural structures
62005CJ0045,Agriculture and Fisheries
62005CJ0045,Beef and veal
62005CJ0326,Agriculture and Fisheries
62005CJ0326,Plant health legislation
62006CJ0001,Agriculture and Fisheries
62006CJ0001,Monetary measures in the field of agriculture
62005CJ0428,Monetary measures in the field of agriculture
62005CJ0428,Agriculture and Fisheries
62006CJ0339,Animal feedingstuffs
62006CJ0339,Agriculture and Fisheries
62005CJ0222,Veterinary legislation
62005CJ0222,Agriculture and Fisheries
62005CJ0222,Principles; objectives and tasks of the Treaties
62006CJ0278,Milk products
62006CJ0278,Agriculture and Fisheries
62004CJ0134,Fisheries policy
62004CJ0134,Accession
62004CJ0134,Agriculture and Fisheries
62004CJ0064,Agriculture and Fisheries
62004CJ0064,Fisheries policy
62006CJ0045,Agriculture and Fisheries
62006CJ0045,Milk products
62005CJ0441,Agriculture and Fisheries
62005CJ0441,Sugar
62005CJ0034,Agricultural structures
62005CJ0034,Agriculture and Fisheries
62005CJ0034,Beef and veal
62004CJ0034,Agriculture and Fisheries
62004CJ0034,Fisheries policy
62006CJ0324,Animal feedingstuffs
62006CJ0324,Agriculture and Fisheries
62005CJ0279,Agriculture and Fisheries
62005CJ0279,Milk products
62005CJ0279,Financial provisions
62005CJ0279,Own resources
62005CJ0279,Monetary measures in the field of agriculture
62005CJ0384,Agriculture and Fisheries
62005CJ0384,Milk products
62004CJ0487,Agriculture and Fisheries
62004CJ0487,Milk products
62005CJ0069,Competition
62005CJ0069,State aids
62005CJ0069,Agriculture and Fisheries
62005CJ0179,Fisheries policy
62005CJ0179,Agriculture and Fisheries
62003CJ0183,Agriculture and Fisheries
62003CJ0183,European Agricultural Guidance and Guarantee Fund (EAGGF)
62003CJ0183,Agricultural structures
62005CJ0161,Agriculture and Fisheries
62005CJ0161,Fisheries policy
62005CJ0300,Agriculture and Fisheries
62005CJ0300,Veterinary legislation
62005CJ0243,Agriculture and Fisheries
62005CJ0243,Processed fruit and vegetables
62005CJ0243,Non-contractual liability
62005CJ0236,Agriculture and Fisheries
62005CJ0236,Fisheries policy
62005CJ0120,Agriculture and Fisheries
62005CJ0120,Non-Annex II EEC Treaty products
62005CJ0206,Agriculture and Fisheries
62005CJ0275,Agriculture and Fisheries
62005CJ0275,Milk products
62004CJ0248,Common customs tariff
62004CJ0248,Customs Union
62004CJ0248,Free movement of goods
62004CJ0248,Sugar
62004CJ0248,Agriculture and Fisheries
62005CJ0129,Veterinary legislation
62005CJ0129,Agriculture and Fisheries
62004CJ0496,Milk products
62004CJ0496,Agriculture and Fisheries
62005CJ0138,Provisions governing the Institutions
62005CJ0138,Approximation of laws
62005CJ0138,Agriculture and Fisheries
62005CJ0138,Principles; objectives and tasks of the Treaties
62005CJ0138,Plant health legislation
62004CJ0489,Oils and fats
62004CJ0489,Agriculture and Fisheries
62004CJ0310,Cotton
62004CJ0310,General provisions
62004CJ0310,Agriculture and Fisheries
62004CJ0310,European Agricultural Guidance and Guarantee Fund (EAGGF)
62004CJ0353,Eggs and poultry
62004CJ0353,Customs Union
62004CJ0353,Free movement of goods
62004CJ0353,Monetary measures in the field of agriculture
62004CJ0353,Agriculture and Fisheries
62004CJ0313,Milk products
62004CJ0313,Agriculture and Fisheries
62005CJ0028,Agriculture and Fisheries
62005CJ0028,Veterinary legislation
62005CJ0007,Intellectual; industrial and commercial property
62005CJ0007,Agriculture and Fisheries
62005CJ0007,Plant varieties
62005CJ0286,Agricultural structures
62005CJ0286,Financial provisions
62005CJ0286,Agriculture and Fisheries
62005CJ0286,Own resources
62005CJ0027,Beef and veal
62005CJ0027,Agriculture and Fisheries
62005CJ0027,Monetary measures in the field of agriculture
62003CJ0087,Fisheries policy
62003CJ0087,Accession
62003CJ0087,Agriculture and Fisheries
62004CJ0036,Fisheries policy
62004CJ0036,Agriculture and Fisheries
62004CJ0274,Agriculture and Fisheries
62004CJ0274,Monetary measures in the field of agriculture
62003CJ0535,Fisheries policy
62003CJ0535,Agriculture and Fisheries
62005CJ0094,Cereals
62005CJ0094,Own resources
62005CJ0094,Potatoes
62005CJ0094,Agriculture and Fisheries
62005CJ0094,Financial provisions
62005CJ0174,Plant health legislation
62005CJ0174,Agriculture and Fisheries
62003CJ0346,State aids
62003CJ0346,Agriculture and Fisheries
62003CJ0346,Competition
62003CJ0240,Agriculture and Fisheries
62003CJ0240,European Agricultural Guidance and Guarantee Fund (EAGGF)
62004CJ0147,Free movement of goods
62004CJ0147,Measures having equivalent effect
62004CJ0147,Agriculture and Fisheries
62004CJ0147,Seeds and seedlings
62004CJ0147,Quantitative restrictions
62004CJ0147,Plant health legislation
62004CJ0504,Agriculture and Fisheries
62004CJ0504,Beef and veal
62004CJ0504,public health
62004CJ0504,Veterinary legislation
62003CJ0461,Agriculture and Fisheries
62003CJ0461,Sugar
62003CJ0461,Provisions governing the Institutions
62003CJ0453,public health
62003CJ0453,Agriculture and Fisheries
62003CJ0453,Animal feedingstuffs
62004CJ0309,Monetary measures in the field of agriculture
62004CJ0309,Agriculture and Fisheries
62004CJ0309,Beef and veal
62004CJ0136,Customs Union
62004CJ0136,Free movement of goods
62004CJ0136,Common customs tariff
62004CJ0136,Agriculture and Fisheries
62004CJ0136,Milk products
62002CJ0293,Agriculture and Fisheries
62002CJ0293,Free movement of goods
62002CJ0293,Accession
62002CJ0293,Quantitative restrictions
62002CJ0293,Measures having equivalent effect
62002CJ0293,Customs Union
62002CJ0293,Potatoes
62004CJ0316,Provisions governing the Institutions
62004CJ0316,Approximation of laws
62004CJ0316,Agriculture and Fisheries
62004CJ0316,Principles; objectives and tasks of the Treaties
62004CJ0316,Plant health legislation
62002CJ0465,Agriculture and Fisheries
62002CJ0465,Milk products
62002CJ0465,Foodstuffs
62003CJ0511,Veterinary legislation
62003CJ0511,Provisions governing the Institutions
